lable	test1_a
1	是哎就那个唐山大地震我奶在乡下，那些和我奶下乡的人，她们回河北唐山一趟，没想到她们亲戚全死了，嗷嗷哭
1	好奇身份证被朋友拿走知道密码也能取走钱吗
1	其实就是个气质的问题
1	這種打扮還不敢問個路，會照那種穿著正常的人問路我不是說這種打扮的「人」不正常的意思，我是說打扮就特別特的顯眼包你這評論太絕了，我笑到不行
1	原来是这样啊，这么多年都学错了
1	不是，这男的怎么这么搞笑。。
1	看到这样的美女，我会觉得她自身经济条件是可以的，所以男方条件不会比她差，不然连个拿手的礼物都送不出来，亦或者送了暗暗肉疼
1	酒后喝这个真的有效
1	好嘛，统一模板:抬高自己，贬低对方
1	我就知道，这次不上当了
1	我考科三最后停车在找位置，突然旁边老师猛的踩停了吓死我了最后很完美，下车了我俩也相视一笑
1	参考答案仅供参考是吧
1	你怎么可以这样
1	姐姐我能和你玩嘛
1	赶紧给我出代糖版本
0	这个男的好奇葩
1	好甜我们也拍
1	来看，原来我们都错了
0	看他骂这男的，怎么那么憋屈，和这种人讲什么恋爱观，还贬低自己，直接骂就行
1	我也没想到还会合上
1	这头发最低得配个香奈儿包包
1	我只喜欢喝粉瓶的
1	它！抗高反特有用！我第一次去独克宗晕头转向，第二次去我狂炫水溶100，屁事儿没有，我还得驾车、而且上了独克宗我还洗澡了
1	疫情刚放开的时候我就囤的两箱水溶100，倒下的时候喝这种冰凉的真的很舒服
1	原则上是不行的，那就是说还有希望吗？
1	关于红笔：小宝们我在评论里回过了就是一根很普通的红笔上边写的考试必备而且它经常断墨不知道今天拍视频怎么这么丝滑
1	她的头发烫得真好啊，这是法式吗
1	这种事还是好好沟通一下吧
1	第一次这么直观的感受到头发还能这么显“贵”……
1	知识以歹毒的方法进入了脑子
1	很少有同龄人觉得我好看，但是身边上了年纪的男女同事每次见到我都要疯狂夸我，说我是单位最好看的，五官端正大气，耐看什么的，夸得我真的感受到了不同年龄的审美差距
1	快来我觉得这男的聊天方式有种似曾相识的熟悉
0	什么意思看了三遍没懂
0	怎么没有落到镜头上的？
1	产检的时候小心翼翼的问医生，我的孩子能穿小裙子吗，他问我是头胎二胎，我说是头胎，他说，那你准备生二胎吧……我秒懂
1	男的是不是特别喜欢玩马后炮暗恋这套我前天跟我表白的时候说他暗恋我三年，不敢跟我讲话
1	你说的是不是这种哈哈哈
1	救命我好喜欢你的发言！！！
1	我一定你要让我学
1	姐妹做的谁的模拟题
0	1.不被搭讪不是因为不漂亮好掌控或者太漂亮把控不住，别把自己看得太低或者太高了。
1	之前天猫超市补过期的卡，客服问我什么原因过期的，我说忘了，客服说不可抗力因素过期才可以补哦，然后我马上说因为疫情快递无法上门，不能买东西卡才过期的，立马就补了
1	没关系我当年对了答案选择才20多分感觉最后大题满分了
1	姐妹好会怼学习上了
1	可是他太甜了下次试试吧
1	我要是你我直接不回了，回了就是给他幻想了。。
0	你的腿又白又长可是我女朋友的更白更长
1	男生的审美和女生的审美不一样，我有一个朋友每次带她出去玩，一定会遇到有人搭讪，但是她在朋友里长得不算太是非常非常好看的，也不怎么注重穿搭，但是就是桃花很旺（绝对不是因为易得）
1	吹水机，我没记错这个东西上千了之前看过一眼
1	答案原来是这样用的
1	过了山海关你再看看，纯纯的智商税
1	我看不下去，看到四五张的时候我就想怼这个男的了
1	一句话让他们不敢催婚
1	突然想到我也被户口的人暗示过，然后顺利办好
1	对对对这破防的流程也太标准了
1	果然，考研的哪有不疯的
1	姐妹你真的好会说！他真的好装我笑死
1	我就没被搭讪过，因为我觉得那好冒昧
1	这个方法不错
1	学会了，以后用来解酒
1	破防的很典型
1	这吹头发头发能吹没
1	吾辈楷模，女王万岁万岁万万岁
0	他到处瞎说我各种暗示他对他有意思
1	我靠看评论，好可怕
1	谢谢博主一大早保护住了我的乳腺和好心情，看完之后真是太爽啦！
1	好啰嗦受不了摔门而去
1	干掉正确答案，我就是正确答案
1	南方人也想要。
1	我能理解，因为贪小便宜的人多，如果一传十十传百所有人都这样，大家就都不付钱了
1	长相不够美绝对美你这样也会被人忍不住搭讪我的校花朋友就是离谱到别人开车路过都会停在前面等路过问我朋友要微信
1	阳的时候都是靠的水溶100
1	学习一下，要是以后用得上呢
1	水溶好喝，我怀孕的时候天天半瓶水溶希望他出代糖款。爱喝这个味道。
1	他好装好装好装好装好装好油好油好油好油好油好破防好破防好破防
0	《我喜欢你》《你就没有一点喜欢我吗》《不信》《其实你挺一般的》《你真的很装》
1	我不要你觉得，我要我觉得！有问题的是你
1	有一段时间经常喝，然后尿检出现维生素我以为肾出现问题了
1	他好逆天啊，你的回复也很解气！
1	我想说是广告吧但他是真的管用怎么办
0	我爸妈想我结婚无非是怕我无聊，老了没人照顾，我说多留点钱给我比什么都强
1	所以主说他的添加量超过100最后相当于3.400毫克去抵扣会损耗
1	不要把自己的儿女教的诚实守信，循规蹈矩！这个社会是吃人的社会！
0	不吹看起来就像个破大众，一吹原来是保时捷哎
1	你好会说话，关注一下
1	从高中就喜欢喝
1	公交司机那个我遇到过反例。
1	好爽好爽睡了
1	猛猛喝会胖死，这个糖，这个碳水
1	这答案错真多
0	医保报销，家属来，问是本人吗，不是
1	青桔子味儿特别好喝！！
1	我真的受够了
0	这种头发怎么搞呀
1	出代糖版速！！！！
1	对，上次我老公三年前多领了一个月的失业保险，今年来催缴了，不管多久他都会来追缴，不交变老赖
1	好好好，这么玩是吧
1	搭讪和骚扰还是有分别的。遇到喜欢的，文明一点上去问问也正常。
1	能把老婆鼻梁打断的人能有多少理智有些人没有智商，全跟着感觉走可怕的很。
1	是的哦宝宝咱们平原安全一点
1	这首歌真的，前阵子我一直一听就流泪
1	像我这种人，下辈子都听不懂人家给我的暗示
1	好好好这几天已经被骗了好多次了
1	跟聪明的女人聊聊天，跟温柔的女人多交流，跟漂亮的女人握握手，跟平凡的女人过一生
0	真的，我被一个讨厌的男的缠好久，我把他所有的联系方式全拉黑，他又开小号视奸我社交媒体，被我发现拉黑后他破大防联系我男朋友骂我
1	雨是神明的烟花
1	我听成了：唉！对对对对丝对！
1	1.女生好不好看气质好不好并不是由被搭讪次数证明的，各花各有各花香。
1	晕车是真有用！！！！！！！！！！！
1	身在成都已经吓扁了
1	美味好喝的压缩饼干！
1	老实人剪平头
1	：有一次聊到搭讪的话题，我们同办公室男生都说，像他们在路上，遇到拿我这样14的女生就不会搭讪，要搭讪拿着小米荣耀然后有点小姿色的女生，仔细想想我大学时候可能就是他们眼中这样的女生。
0	我要被你笑死了吗的
1	我的思路已经被《奇怪知识进脑子》系列带偏了。总觉得最后会教我个英文单词
1	不是抽血更高吗？因为我看到一个相反的，那男的喝醉了吹出来酒驾不服气一定要去验血，交警然后他认了他不肯，验出来结果醉驾…
1	支持出无糖版本
1	跟他说话好累看得我火冒三丈
1	攻击力太低，建议发到孙吧让孙吧黄牌老哥重新培训一下如何在因特网上优雅的让对方破防
0	所以，她关上房门，你是怎么知道她躺被窝里去了？小弟弟，下次编个逻辑紧密的，行不？
1	可是尊嘟很好喝
0	你姨妈这朋友是不是我妈我妈：没生过孩子的女人不完整我：没住上大别墅没赚到一百万不完整
1	頭髮好好看！！
1	好见看的正起劲
1	自觉高攀不起
0	大数据，我早上才刷到
1	真的是答案总是错那么多
1	这是老总老板的
1	真人真事隔壁一个独居老太太几个儿子没人管一个人住别人的房子，每天早上要起床给儿子做早餐摸黑把脸上都摔破了没人管这个老太太偷别人装修的东西被抓到了起争执人家推了一下她一家人马上报警110等着赔钱太有意思了
0	“那不是适合不适合的问题，是你根本就谈不到我”
0	都是我们身上的，你腿短就行
1	如果你有手有脑可以自己去查维生素摄入过量的危害
1	你小子上课玩手机
1	姐妹啊我爱死你的内核稳定和说话技巧了（这两者也是相辅相成的关系），我爱死了我就想做你这种女孩子
1	听你说话觉得你好可爱
1	那是你温度不够低，跟干有什么关系，雪都化了，再冻上不是冰是啥
1	是不是因为男生眼中这样的女孩很花钱啊
0	把这货给我接走
1	地壳运动啊远离地震带
1	还掌控不好意思~男女审美不同~可能女的觉得好看~男的只觉得*~~想正经谈恋爱的不回去找~想玩玩的就回主动搭讪~然后就变成你口中的普信男
1	如果出了低低低糖的版本，我估计是我的爱妃
0	你放图的这种美女，潮男可能会喜欢，但也只是浅层的喜欢。多数男的并不会给什么高评价，因为觉得看起来就不靠谱。女生看女生，跟男生看女生是完全不一样的
1	一瓶喝好几天
1	抬头那一瞬间有种浪漫又孤独，悲伤却又快乐的感觉
1	没钱没时间没精力
1	好好笑哈哈哈哈
1	太甜了，吃维片，两块钱一瓶
1	我奶奶叫我先把结婚证领了再谈办婚礼的事，先把孩子怀了再去慢慢弄婚礼的事，真牛逼呢，这是我亲奶奶啊我跟对象说的时候他听了都很震惊
1	你以为出国混日子是什么人，国内混不下去才出去
1	正确学习方式
1	可以加点白开水进去甜度刚刚好
1	我真的是一个很死板的人根本听不懂暗示的
1	这个头发怎么做到的
1	这个是一次性的卷发，烫发没有这种效果
1	还好我看完了
1	绝了，我就爱喝那个青柠味，最酸的，它还是加糖的？！
1	应该不会有人天天喝吧
1	!真的太多糖了
1	你问（是不是删了就可以），我（您可以尝试一下，或者规范一下相关内容）翻译一下，你先删了试试看嘛，不行再说，我难道能告诉你删了就可以
1	哈哈哈哈怼的好棒这嘴给我两天
0	这一局保时捷赢
1	我怀疑这是一个水溶100的广
0	演的吧尼玛好炸裂的司南
1	它为什么老是微笑表情包呀
1	没想到水溶100这么妙这期解说的包袱也很好笑
1	肉眼可见的破防
1	这特么不就是周围的人中找不到了，想在你这看看有没有机会吗？
1	没话说了，哪有给老师主动递证据的
1	卧槽，半佛仙人
1	你真不是山东人吗，五脊六兽扑面而来！！
1	渴了饿了想美白想壮阳了都可以喝
1	倒也没必要这么说，，因人而异啊，有的人见到个美女就要联系方式，有的真的是一眼万年遇到很喜欢的人也不能让人家错过吧
1	好像跟你一起步入婚姻的殿堂，蓉
1	挺爽的，可以试试
1	之前我有个高中同学，男的，说自己是万人迷，也不知道谁给他的自信
1	“那对你老婆孩子好点吧”
1	晕车喝真的可以
0	网上一堆人骚扰面对面就不敢
1	刚从单位拎一打
1	原来是一直改错了啊哈哈哈
1	突然想到前几天我老公骑电瓶车没戴头盔，我坐后面戴了，交警看到可能想放我们一把，问的你们是没罚过款吧，我老公没明白，说的罚好几次了，然后就又罚了，事实上真的第一次
1	我以前超级爱喝，但后来戒糖直到它有多少糖就不喝了。
1	我地下车库20度
0	这些男的..前一秒说着喜欢..后一秒就这样..
1	这不是戳人心吗戳得好
1	我办过户口本销户，可以不收呀，剪个角还我，现在还躺我家呢
1	我常常被你们的高素质给气到了
1	每当我晕车和低血糖的时候它都是我的首选
1	我去医院医生看完超也会告诉我腿短，然后让我补钙
1	怎么办啊我是那种上学的时候多找我一块五返回一公里还回去的直心眼儿，好担心重要的大事听不懂别人的暗示
1	我妈昨天还说我不结婚没对象，这些亲戚都看笑话，我说不结婚咋，挺好。
1	哈哈哈我们以前老师也是，只要老师进来改某个选项，秒选！要不然错的根本没必要改
1	像是美好和爱，都落向我的感觉
1	省流，这玩意裸机1200，加上电池充电器2400
1	爽文谢謝姐妹！多長多白也是我們身上
1	什么正确答案，我就是正确答案
1	我记得含果葡糖浆我以前很爱喝但后来老板娘说果葡糖浆伤肝肝脏很难代谢所以还是不喝了
1	这个歌真的绝了！！也是我心里的选曲！！
1	好人真多，真温暖。
0	笑死我了，怎么这位的尿也是哑光的吗？
1	真的出了姐妹你配享太庙
1	我也是这样看雪的！
1	原来是答案错了
1	哈哈哈哈教科书式破防
1	我超爱！听起来也没那么糟糕别天天喝就好了
1	头发是不是真的还不一定呢……假发唯一特点就是发质好
1	又开始给同性里外形没有攻击性的女生泼脏水，扣一顶“好上手”的帽子了是吧
1	正常人谁没事去搭讪啊，都是玩心的人才去搭讪的，莫名其妙要背锅
1	水溶100调酒神器
1	真的治好了我的口腔溃疡
1	那爸妈很幸福的那种该怎么反驳催婚啊
1	哈哈，知识，全是知识
1	哇哇！！泰裤辣
1	我现在已经从后往前看了
1	学会了！要有调查研究的精神！勇于思辨和反驳！大师我悟了！
1	你怕是对“气质”这个词有误解
0	只有我一个喜欢甜的吗
1	完了，回想了一下，我好像是那个懂不起的笨蛋
1	谢谢浪漫的你的分享，好喜欢
0	没有好处，还麻烦，但是不需要身份证，这人没带身份证
1	原来这才是正确的学习方式
1	是我地理老师的朋友研发的口味，说就是每天调味尝一尝，然后觉得可以上市了，公司奖励他3000
1	生活中能遇到这些善意的人是幸运的。但其实在生活中更多的是人心的恶意。
1	让我想起那个不知是父母还是亲戚催生女生说你教教我怎么生
0	我～又～不～缺～美～女～
1	以前超爱后来觉得甜就很久不喝了看到宣传又想去试试
1	几个人住？两个人。两位必须都登记证件的，我们要按照实名登记的。就呆一会就走了，别登记了。不行，必须要登记。。
1	姐妹说的太好了我们完全一样的观点
0	我刷过这条哈哈哈
1	看了感觉真可怜
1	要不把车库卖了？！
1	我就是有朋友说第一眼看到不敢和我说话，另一个说以为我是很爱玩的那种，结果我是社恐+宅女
1	但是里面的糖含量真的很多
0	找个硬纸片就划掉了
1	我也要被你浪漫死了
1	哇这头像我也用过！你的发言太赞同了真的
0	你是不是卖头发洗护用品的
1	明白了以后所有的问题都不是我的问题一定是答案的问题我就是正确答案
1	幸好懒先看了评论
1	牛啊牛啊，从来没发现
0	我感觉是我的话已经早就把他给拉黑了
1	在国外上学没有医保回来用我爸医保去挂号扎针，问医生行不行，医生：我不能说行，你去挂号吧
0	高低值得一条或者说说，给同学圈看看
1	知识开始我了。
1	科目三考试最后靠边停车把握不好靠边距离，安全员啧了一下我就一脚刹车，最后完美满分过
0	这种都是女生搭讪多
1	我后来都直接不问了，看病直接递家人的医保卡+我的医保卡+我的身份证。收费员只看了我一眼，直接刷的家人的医保卡，还统筹了
0	关键是不觉得可爱
1	我小时候真的超爱现在觉得太甜了
1	骑车不带头盔真的很危险，楼主别再这样了
1	“男的女的都变多了”我有个朋友想知道长什么样
1	天这就是我脑海中恐怖片的样子
0	借一下，我的小摩托也需要
1	问心无愧不占这点便宜
1	搭讪加微信然后删掉，她铁定回来扑你
1	谁还能分清你跟爱因斯坦
1	在下面看到一条评论：不是吧，你拿卷二的答案对卷三的选择，要不是我也做过就当真了
1	学会了，你没错，答案错了
0	没看到脸，不好说
1	我家离地震中心八十公里，震感强烈
1	原来这么多年我答案都对错了！我说每次错那么多
1	我就爱喝这个
0	嗷嗷，知道了
1	笑死了这个男的
1	感觉护发素还是有用的，用了护发素再搭配吹头发手法，头发真的会柔顺很多
1	我没看懂后面谁来给我解释一下
0	牙龈肿痛的我立马下单
0	这大数据，刚才在评论区看到别人发的这个截图，这不就被我刷到了
1	去理发店烫的啊平时很难打理的每天都要烫麻烦的要死关键是还要男朋友帮他们烫
0	我服了，看到这种标题必定会点进来，还是小红书了解我
1	好喜欢这句我要是有点心思我就去死
1	瞧瞧这头发，就很贵。天天打理哦
1	口腔溃疡喝这个
1	肯定是答案错了啊
0	刚才发了三遍
0	别说了，马上去买一瓶
1	是否被男的搭讪主要是看女生的身材和颜值和男的的审美是否一致吧还有女生是否“媚男”男的也是看得出的。
1	就经历过一次地震我爱熬夜晚上一点多躺在床上感觉从斜对角的床角那开始的忽然晃了一下像是有人在那边蹬了一脚床垫
0	太典了，不想和这种人掰扯建议可以回他你是？没印象了，不记得有你这么个人啊不好意思陌生人我就删了让他每次想起来都会破防
1	之前周末去公园玩，结果停车场大排队进不去，就停到公园边的路边，那里很多车道不挡路的，怕抄牌刚好看到前面一个交警在处理事故，于是过去问他公园停车场没位可可否停路边
1	有没有会说的教教我我真的不会怼人不会吵架
1	好好笑这个男的
1	以前在窗口上过班，有些人材料拿过来写错了，我说你拿回去改下（其实就是撕一张白纸贴上去重新写再复印一遍）
0	因为觉得消费不起吧
0	这两个人我聊天我不是很看的懂就是觉得男的装*女的不知道再说什么
1	不够自信罢了这要是在国外经常被人塔因为老外都蜜汁自信
1	我也这么写，我怎么可能回错呢
1	原来是我学错了
1	你在笑什么！！！！
0	唉可能有时候就是个犟
1	在慢慢破防，真的一步一步的
1	这辈子最怕地震
1	西八，今天看啥都想哭
1	但是坐公交车那个，不付钱我心里不踏实，总感觉自己逃票，哪怕是一块钱。
1	18张是小红书的极限，不是他的
1	首先，为什么要搭讪
1	没有办法，不想去想，不想听，不想妥协，无法改变身边的人，长时间的抵抗，也许自己可以成为能够承担父亲一样责任的人就可以了。希望我能在30岁之前达成，不然还被催婚
1	自己滚我没见过这么长的
1	妈呀，是不是姐妹们都有上大学之后被初高中男同学骚扰的经历，八百年没联系的男同学叫女生单独出去吃饭真的很奇怪啊谁懂？
1	人生有很多未完成，谈恋爱往后放放放
0	老人去世了，不知道哪里卡有钱，和人说年纪大了老年痴呆，都忘记了，小姐姐帮忙把几个银行都查了，告诉哪个银行还有多少钱
1	好美考试加油中考加油就要上岸了
1	谢谢你拯救我的乳腺
1	白雪却嫌春色晚，故穿庭树作飞花。
0	没钱，有钱我也行
0	我高中同学，只要喝点酒想起来我，就大半晚上给我弹视频，说我和他熟悉，我两应该在一起，他喜欢我，我最后也会沦落为跟他一样的思想，一年365天，没一天问过我吃了没啧啧
1	浪漫死了！！！
1	乖乖打直球我太爱了
1	这头发是什么卷啊
1	好美的精神状况
1	这个我刚看完
1	这发型是这么做到如此丝滑的女生知道吗
1	我的精神状态
1	里面有糖啊，多喝也不好吧
0	看完了功德-1
0	你和个洗漱艺术生谈美?谈价格?
1	我家离震中心几百公里都能感觉到，真的吓死了
1	广东接下雪南方人还没看过
1	嗓子疼喝这个，哪疼用哪咽，一顿猛攻，超管事
1	你这是变相的给100打广告啊
1	第一次见到这么具象化的破防请姐多更一点，本人超爱看
1	嗯是这么改的
1	你一个四川人不清楚的话我河南人更不懂了
1	我……阿巴阿巴
1	孕前期最爱的饮料治孕吐
1	撒两袋盐基本搞定
1	我的天你好会说
1	这叫有自知之明
1	艺艺看雪！！！浪漫死
1	是谁家答案这么不得行？
1	我同学她太爷，本来都要挂了，小孩给喂一口后蹭就蹦起来了，耍了一套十二路弹腿，从房顶跳下来摔死了
1	不是法拉利吗
1	哦~那块全黑的是雨伞啊我还以为是局部镇雪
1	有一次去迪士尼的时候，我带了个玻璃杯，迪士尼不允许带玻璃杯，工作人员就问我，你这个是玻璃杯吗？我说是。
1	有关系，中途如果上来个查票的，200刀
1	我的天长见识了
1	发现有口腔溃疡了，当天干了两瓶，第二天直接好了
1	我爷爷叫我大学毕业前不要谈恋爱要把学习搞好。我现在果然还是母单。我现在23了但是我叔说我现在还小好好学习最重要（准备考研中
0	怕掌控不了呗
1	我一周喝三瓶，有事不
1	还有说含致癌物的我记得之前有个新闻
0	天秤人根本不懂怎么骂人还是羡慕人啊
1	原来是这样改的
1	我的天长知识了
1	《我要是对你抱有过一点心思我就去死》救命真的绝杀笑死我了
1	？？？？？？？？？？浑身难受
1	晕车不要喝晕车最好喝苏打水
1	抱抱宝宝，我们婚礼歌单+1，一首中文还有一首英文捏。
1	妹妹就这种真的很美其实人比较二两个人一样二
1	我做梦梦到我带家教的小孩儿出来玩然后把那个小孩儿给弄丢了给我吓醒了
1	去银行开户，工作人员说需要股东签字，然后股东没来，我拿着单子出去逛了一圈签了个字就回来了。过了一会工作人员说股东来了吗，我说来了签完已经走了
1	这么一来是不是要断货啊
1	含糖量极高，不敢喝
1	乳腺一下子就通了
1	看的人舒服了
1	你后面真的跟他解释啥，就应该骂回去
1	下雪真的好浪漫
1	好歹毒的知识，到底给谁看呢
0	哟哟哟他破防啦嘲笑他
1	汶川地震也有不少灵异事件呢
1	贴脸开大哈哈哈哈
1	向姐妹学习向美女致敬
1	好像在太空飞行，与亿万星星擦肩而过
1	是的，我从小就胆小，当时可害怕了后来干啥都不敢浑水摸鱼
1	婚姻常识，都去听这首歌，听完你就清醒了
1	几乎没被搭讪过除了推销广告的，让扫二维码发小礼品哈哈哈哈
1	，原本已经兴奋起来了
0	我姐们前几年收了她初中同学的感谢信，说喜欢了她七年是时候说再见了。这七年没有表白过，只会暗戳戳搞些小动作不提，我姐们是学音乐表演的，这男的近况如图
1	我真的觉得她每一个回复都很有杀伤力的搞笑
1	不是选嘛！！！！
1	原来是我学错了
1	学会了希望老师也能学学
1	我的天，博主和爱因斯坦有什么区别
1	这个对话我已经带了很多人了
1	你赢了，半夜不睡我应得的
1	？歹毒的知识退出去只记住了八卦故事
1	收藏了，以后遇到奇怪的男的也学你这么回
1	正在喝的时候就刷到这篇，是什么神操作
1	我高中晚自习都是靠这个提神，对我来说酸酸的水溶比咖啡要带劲
1	对对对！！我好想去看雪啊
1	要被铺天盖地的雪砸死了
1	地震来了优先把你抱到我怀里哈哈哈哈
1	这个是没结冰的干雪，结冰你看还能吹起来
1	上次一口气喝了两瓶嗓子给我齁疼了
1	连杨幂都被搭讪
1	我也喜欢拍雨
1	换一个视角看世界
1	还是帕美4猎装
1	还的是重庆好呀只要不是吃味道太浓的东西就行
0	有没有可能歌名打错了啊
1	笑死我了按照标准破防
1	精神状态一如既往稳定
1	看过，懂~了~
1	大傻春，你看看你在干什么？
1	我大学的时候有个男的加我，说高中暗恋我几年，还突然开视频要看我，我接了，没让他看到我，一打开视频，爆击，好丑的东西，他说喜欢我，因为我简简单单，乖巧听话懂事而且很孝顺（因为我经常回老家看爷爷奶奶）还说早应该拿下你，我敲，到底犯了什么罪要受这种惩罚
1	冰的真的特好喝
1	摇一摇把知识摇出来
0	不孝的儿子怎么知道的密码？有存折有密码能取款有什么问题？
1	但是公交车那个我觉得性质不太一样上去以后肯定还是想把钱交上啊
1	2.基于1有人可能觉得维生素吃多了没事，那是不是就可以天天随便吃。水果叠加饮料说不定再叠加点保健品，营养补充剂，直接干进医院得了
1	说实话，不轻易搭讪陌生人，完全是因为我们从小被教育培养的素质，这和你长的好不好看的关系并不占主要因素
1	笑死了标准破防
0	我也发买了一个，吹完发现还是个老头乐
0	我喜欢西柚的苦味
1	昨天去买面包有个男的好搞笑，一直看着我后来自言自语：没见过长得这么好的人是夸我好看吗
1	蜜雪冰城那个，我有次刚接过来就掉地上他也没说能给我免费再打一个啊，还让我花钱买的
1	糖太多上火了啊姐妹
1	我发现，女生真的很奇怪！搭讪了，要么说你普信，要么说被搭讪的是被男生看起来觉得好掌握！没搭讪，说男生没勇气，不够外向！我特么真的，话全都让你们说完了
1	破防的很标准
1	真的，而且对大自然真的应该有敬畏之心
1	虽然不断碰到垃圾但是还是相信好人多
1	我就说迟早在网上学到真东西
1	男生就不能社恐是吧，社牛就是普信是吧。天天搞门当户对?
1	悟了，怪不得我老是做不好
1	之前很久不联系的两个小学男同学加我微信让我发照片要看看我他们发完这句话就让我拉黑了
1	我选择3片100维片，远离一切饮料
0	不是被异性搭讪是什么很好的奖赏吗我感觉来搭讪的一般都没什么好事呢
1	在看完之后发出了啧声
1	我特别喜欢喝，宣宣的
1	你说公主请转账，立马你转200，绝不撒谎保证实现哈
1	无糖太酸了，我想要三分糖版本
1	歹毒太歹毒了
1	我同学一直买一家店的零食一次那家店系统出问题了吧给她寄了一箱过来我室友到处问最后问到客服那里客服让她退回来还倒贴了邮费
1	我后来发现有个亲戚就是这么干的，让人代签直接说是爸妈
1	但该说不说被搭讪会觉得很讨厌
1	张万森，下雪了
1	笑死我了笑死我了当帅哥小妈
0	草——（老色批发出被知识痛击的嚎叫）
0	男生就是喜欢去搭讪那种好掌控的
1	原来是我的学习方式有问题
1	听懂了，但是其他人嘴快还堵不住，嘎嘎嘎的就说了最后跑手续跑吐
1	以后口腔溃疡喝这个就好了
1	说他穷吧他开保时捷说他富吧他没地库
0	哈哈哈其实我无所谓
1	那样不好吗？为什么要被人轻易搭讪？
1	你眼睛确实嘎嘎好看
1	通了英语过线了
0	真的，光看聊天记录都觉得被这种男生喜欢简直是案底……
1	有一次特别难受感觉浑身不舒服在高铁喝了一瓶好了，但平常喝觉得太齁
1	这饮料根本不能有…虽然我也爱喝。真需要补充就去药店买3块一瓶的片，一片就100。饮料补100需要喝进多少添加剂防腐剂有害物质…舍本逐末
1	他后续会不会在共友圈、同学圈里造你黄谣……为主深深担忧
1	腿短的意思是三条腿都短吗（学到了好多姐妹真的好会怼人）
1	脉动成分怎么样
0	经典自我感动
0	主要是这玩意有点恶心
1	刚想问这样的男朋友哪里找，知识就措不及防的进入了我的脑子里
0	沒有氣質你對氣質誤會太深
1	你头像是版的灰太狼嘛
1	简单总结！补充维还有维能调节月经！
0	谁没事干接触这种女，还是把钱留给自己好了
1	真的真的太好喝了我也是！！
1	你真离谱，我的领域你也侵占（早一步刷到）
1	因为地震有纵波和横波，横波揺散了地面，分分合合
1	我但凡对你有过一点心思我就自杀
1	毕业我带你去
1	我就是，柚子味儿的和瑞幸的柚美式差不多
0	我结婚了，我爸妈不但送钱送东西，还叫我多干活，少抱怨
1	我的治晕车神器
1	我有一次骑我妈妈的电动，平时不骑就真忘记了带头盔，碰到交警:回去拿！我就要往前骑，说我家在前面交警说:来，身份证！我立马掉头:我回去拿！
1	哇哇哇，好漂亮
1	懂了不是我的问题
0	可以用这个吹头发吗
1	我要笑死了什么人啊
1	我帮你艾特一下赫尔巴特看看是不是这样的
1	我怀孕6个月产检医生指着屏幕说你看多明显，我说是男孩吧，他说你都知道了还问
0	我知道但我没见过哪家店员不为业绩着想的除非和老板对着干
1	你太会骂了，抚掌赞叹，很有观赏性，甚至想多给找几个男的被你骂。。，。
1	这个单词我不需要这么记！！我会！！！
1	好纠结，这么恶毒的东西给谁看
1	我们全家都爱喝，我们亲切的叫它酸溜溜。我七十多岁的老爸也会说给我来一口酸溜溜我们家开车出去玩必买，可以提神
1	哈哈哈我已经好几次中招了
1	我就觉得味道还可以
1	把它关了，让我用嘴吹
1	怪不得我每次爬山最喜欢喝它，喝完浑身舒畅且有劲。
1	第一次建房时候去办房产证，因为规定只能两层半，但我的地基小盖了三层半，规划股是默许的
0	你说这截图我发给你女朋友哈
1	新疆不符合内地规则，没有贬低，新疆美女太多了而且听我新疆朋友讲，均一美女拉低了搭讪的失败率，就是美女也很容易上手，
1	好骂句句让我舒适
1	必须得刮干净才出门不能让别人知道我买不起车位
1	大一有此开卷考试没有我成绩，要判定没交，让我给老师打电话，老师说没有你的
1	日本很多暧昧的提示，比如请控制你自己，也就是说这个不是禁止行为，只是劝导
1	用了这个方法，包你全对
1	所以地下可能真的有蜥蜴人
1	这样谁还分得清你和爱因斯坦了
1	我感觉你说话好厉害，每句话回复的都好牛，能学到很多怼人技巧哈哈哈
1	我经历过九寨沟地震虽然比起汶川地震小的多但也非常可怕了难以想象大地震得多吓人
1	规定是一份一勺，那个大姐问过两个人要过额外的勺子，问领导时领导没给，问这个姐妹时这个姐妹给了，结果这个大姐转头就跟姐妹的领导说：怎么她能给我勺子你不能给。（被背刺啦，破坏规定等着扣工资。）
1	笑死我了这个男的
1	这个没反转，真的是单词
0	姐妹上照片，好奇，哈哈哈哈
1	我也天天被搭讪，我要反思下我自己
1	我胖了四十斤好气呀
1	维对于过敏真的很有帮助，现在真的真的很少犯了，除非吃错东西了
1	楼体还会发生扭转变形，本来朝南后来朝北，我哥是512地震的亲历者，他是本来在学校的寝室，跟着疯跑到操场之后，整个宿舍楼已经跟麻花一样了，拧着塌在地上
1	是吗...不是因为村子被山区包围地震时被滑坡埋的吗确实5楼会变1楼但是？会合上？（我就是绵阳的
1	刚看到这个要发给你们
1	学到了等会儿就试试
1	谢谢你，这个单词我高中就会了
1	主打一个让她破防！！！
0	肯定要有家长陪咯
1	叫个外卖的事儿我买了那种100一片的，一瓶几块钱，没事儿就磕两片
1	有可能是无中生女朋友
1	谁没事会去搭讪陌生人？漂亮不漂亮有关系吗…
